country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Rwanda,RW,RWA,646,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,33,Total,Units,Index,,Free,,Total
Rwanda,RW,RWA,646,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,55,Total,Units,Index,,Free,,Total
Rwanda,RW,RWA,646,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,63,Total,Units,Index,,Free,,Total
Rwanda,RW,RWA,646,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,66,Total,Units,Index,,Free,,Total
Rwanda,RW,RWA,646,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,68,Total,Units,Index,,Free,,Total
Rwanda,RW,RWA,646,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,67,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,79,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,81,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,82,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,82,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,83,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,83,Total,Units,Index,,Free,,Total
Saint Kitts and Nevis,KN,KNA,659,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,83,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,77,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,84,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,84,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,83,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,79,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,81,Total,Units,Index,,Free,,Total
Saint Lucia,LC,LCA,662,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,79,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,75,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,76,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,79,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,81,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,81,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,81,Total,Units,Index,,Free,,Total
Saint Vincent and the Grenadines,VC,VCT,670,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,81,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,62,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,55,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,60,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,63,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,60,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,61,Total,Units,Index,,Free,,Total
Samoa,WS,WSM,882,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,64,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,84,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,86,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,86,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,86,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,87,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,87,Total,Units,Index,,Free,,Total
San Marino,SM,SMR,674,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,88,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,57,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,65,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,77,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,79,Total,Units,Index,,Free,,Total
Sao Tome and Principe,ST,STP,678,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,80,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,68,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,69,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,71,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,72,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,73,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,74,Total,Units,Index,,Free,,Total
Saudi Arabia,SA,SAU,682,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,75,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,32,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,45,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,49,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,57,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,61,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,60,Total,Units,Index,,Free,,Total
Senegal,SN,SEN,686,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,59,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,73,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,72,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,72,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,72,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,73,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,74,Total,Units,Index,,Free,,Total
Serbia,RS,SRB,688,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,75,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,70,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,72,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,75,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,78,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,78,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,79,Total,Units,Index,,Free,,Total
Seychelles,SC,SYC,690,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,79,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,36,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,41,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,59,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,67,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,69,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,72,Total,Units,Index,,Free,,Total
Sierra Leone,SL,SLE,694,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,72,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,89,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,89,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,90,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,90,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,91,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,91,Total,Units,Index,,Free,,Total
Singapore,SG,SGP,702,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,91,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,84,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,86,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,87,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,88,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,89,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,90,Total,Units,Index,,Free,,Total
Slovakia,SK,SVK,703,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,90,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,85,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,88,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,89,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,90,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,90,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,91,Total,Units,Index,,Free,,Total
Slovenia,SI,SVN,705,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,89,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,69,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,71,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,69,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,70,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,70,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,72,Total,Units,Index,,Free,,Total
Solomon Islands,SB,SLB,90,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,70,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,6,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,7,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,11,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,14,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,15,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,16,Total,Units,Index,,Free,,Total
Somalia,SO,SOM,706,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,17,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,68,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,76,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,76,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,76,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,76,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,76,Total,Units,Index,,Free,,Total
South Africa,ZA,ZAF,710,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,76,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,26,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,27,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,29,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,27,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,28,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,29,Total,Units,Index,,Free,,Total
South Sudan,SS,SSD,728,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,29,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,90,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,91,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,92,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,92,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,92,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,92,Total,Units,Index,,Free,,Total
Spain,ES,ESP,724,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,91,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,77,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,78,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,78,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,77,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,77,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,77,Total,Units,Index,,Free,,Total
Sri Lanka,LK,LKA,144,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,76,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,41,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,46,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,50,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,51,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,52,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,52,Total,Units,Index,,Free,,Total
Sudan,SD,SDN,736,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,51,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,65,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,72,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,75,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,72,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,71,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,74,Total,Units,Index,,Free,,Total
Suriname,SR,SUR,740,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,73,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,92,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,93,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,93,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,94,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,94,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,94,Total,Units,Index,,Free,,Total
Sweden,SE,SWE,752,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,94,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,91,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,92,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,92,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,92,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,93,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,93,Total,Units,Index,,Free,,Total
Switzerland,CH,CHE,756,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,93,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,65,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,68,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,69,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,59,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,61,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,63,Total,Units,Index,,Free,,Total
Syrian Arab Republic,SY,SYR,760,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,62,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,58,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,62,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,63,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,68,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,69,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,69,Total,Units,Index,,Free,,Total
Tajikistan,TJ,TJK,762,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,69,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,87,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,88,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,90,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,90,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,89,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,89,Total,Units,Index,,Free,,Total
Thailand,TH,THA,764,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,89,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,44,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,47,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,60,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,66,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,68,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,70,Total,Units,Index,,Free,,Total
Timor-Leste,TL,TLS,626,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,70,Total,Units,Index,,Free,,Total
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,37,Total,Units,Index,,Free,,Total
Togo,TG,TGO,768,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,40,Total,Units,Index,,Free,,Total
